                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.47696,                0.30482,                0.86426,                0.97802,                0.96968,                0.98763,                0.79077,                0.76409,                0.33167,                  1.054,               0.005248,               0.005248,               0.005248
                    147,                0.47514,                0.29929,                0.86099,                0.97814,                0.97284,                0.98807,                0.79237,                0.75974,                0.33564,                 1.0519,               0.005215,               0.005215,               0.005215
                    148,                0.47282,                0.30068,                0.85911,                0.97144,                0.97231,                0.98633,                0.78542,                0.75989,                0.34439,                 1.0521,               0.005182,               0.005182,               0.005182
                    149,                0.46692,                0.30119,                0.86166,                0.97314,                0.97212,                0.98717,                0.78329,                0.76443,                0.34347,                 1.0554,               0.005149,               0.005149,               0.005149
                    150,                0.47808,                0.30533,                0.85812,                0.97177,                0.96985,                0.98665,                0.78203,                0.76503,                0.34316,                 1.0559,               0.005116,               0.005116,               0.005116
                    151,                0.46701,                0.29913,                  0.858,                0.97521,                0.96743,                0.98626,                0.78235,                0.76153,                0.33942,                 1.0579,               0.005083,               0.005083,               0.005083
                    152,                0.46709,                0.29497,                0.85452,                0.97715,                0.96507,                 0.9866,                0.78023,                0.76389,                0.33779,                 1.0598,                0.00505,                0.00505,                0.00505
                    153,                0.46055,                0.29257,                0.85368,                0.97763,                 0.9669,                0.98786,                0.78187,                0.76188,                 0.3329,                 1.0621,               0.005017,               0.005017,               0.005017
                    154,                0.45853,                0.29592,                0.85368,                0.97627,                0.96682,                0.98825,                0.78102,                0.75774,                0.33416,                 1.0592,               0.004984,               0.004984,               0.004984
                    155,                0.46168,                0.29478,                0.85462,                0.97796,                0.96726,                0.98831,                0.77981,                0.75933,                0.33375,                 1.0578,               0.004951,               0.004951,               0.004951
                    156,                0.46399,                0.29597,                0.85267,                0.97328,                0.96745,                0.98622,                0.77947,                0.76001,                0.34055,                 1.0582,               0.004918,               0.004918,               0.004918
